name,date,open,high,low,close,volume
sanders,2019-06-14,0.16,0.18,0.16,0.18,7430
booker,2019-06-14,0.04,0.05,0.04,0.04,2186
harris,2019-06-14,0.1,0.11,0.1,0.11,6407
gillibrand,2019-06-14,0.02,0.02,0.01,0.02,19073
biden,2019-06-14,0.25,0.27,0.25,0.26,8288
warren,2019-06-14,0.21000000000000002,0.23,0.2,0.2,16846
cuomo,2019-06-14,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-14,0.01,0.01,0.01,0.01,0
kaine,2019-06-14,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-14,0.03,0.04,0.03,0.03,11665
johnson,2019-06-14,0.01,0.01,0.01,0.01,0
brown,2019-06-14,0.01,0.01,0.01,0.01,0
murphy,2019-06-14,0.01,0.01,0.01,0.01,0
delaney,2019-06-14,0.01,0.01,0.01,0.01,5650
winfrey,2019-06-14,0.01,0.01,0.01,0.01,1000
o_rourke,2019-06-14,0.04,0.05,0.04,0.05,4170
clinton,2019-06-14,0.03,0.04,0.03,0.03,2487
s_brown,2019-06-14,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-14,0.01,0.01,0.01,0.01,0
yang,2019-06-14,0.09,0.1,0.09,0.09,13457
buttigieg,2019-06-14,0.15000000000000002,0.17,0.15000000000000002,0.15000000000000002,8449
castro,2019-06-14,0.01,0.02,0.01,0.01,31285
gabbard,2019-06-14,0.03,0.04,0.03,0.03,1353
hickenlooper,2019-06-14,0.01,0.02,0.01,0.01,925
inslee,2019-06-14,0.01,0.02,0.01,0.02,11764
bullock,2019-06-14,0.02,0.02,0.01,0.01,6191
sanders,2019-06-15,0.18,0.18,0.16,0.18,7508
booker,2019-06-15,0.04,0.05,0.04,0.05,10312
harris,2019-06-15,0.11,0.11,0.1,0.11,6039
gillibrand,2019-06-15,0.02,0.02,0.01,0.01,3779
biden,2019-06-15,0.26,0.27,0.25,0.26,10544
warren,2019-06-15,0.2,0.21000000000000002,0.18,0.19,21225
cuomo,2019-06-15,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-15,0.01,0.01,0.01,0.01,0
kaine,2019-06-15,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-15,0.03,0.04,0.03,0.03,4284
johnson,2019-06-15,0.01,0.01,0.01,0.01,0
brown,2019-06-15,0.01,0.01,0.01,0.01,26
murphy,2019-06-15,0.01,0.01,0.01,0.01,0
delaney,2019-06-15,0.01,0.01,0.01,0.01,1100
winfrey,2019-06-15,0.01,0.01,0.01,0.01,25
o_rourke,2019-06-15,0.05,0.05,0.04,0.04,7423
clinton,2019-06-15,0.03,0.04,0.03,0.04,20877
s_brown,2019-06-15,0.01,0.01,0.01,0.01,25
bloomberg,2019-06-15,0.01,0.01,0.01,0.01,0
yang,2019-06-15,0.09,0.11,0.09,0.1,11766
buttigieg,2019-06-15,0.15000000000000002,0.17,0.15000000000000002,0.16,13908
castro,2019-06-15,0.01,0.02,0.01,0.01,4999
gabbard,2019-06-15,0.03,0.04,0.03,0.03,3715
hickenlooper,2019-06-15,0.01,0.02,0.01,0.01,4777
inslee,2019-06-15,0.02,0.02,0.01,0.01,3657
bullock,2019-06-15,0.01,0.02,0.01,0.01,11156
sanders,2019-06-16,0.18,0.18,0.16,0.17,16743
booker,2019-06-16,0.05,0.05,0.04,0.04,5152
harris,2019-06-16,0.11,0.11,0.1,0.1,6189
gillibrand,2019-06-16,0.01,0.02,0.01,0.01,5062
biden,2019-06-16,0.26,0.27,0.26,0.26,13209
warren,2019-06-16,0.19,0.2,0.19,0.2,20329
cuomo,2019-06-16,0.01,0.01,0.01,0.01,20
zuckerberg,2019-06-16,0.01,0.01,0.01,0.01,0
kaine,2019-06-16,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-16,0.03,0.04,0.03,0.04,5543
johnson,2019-06-16,0.01,0.01,0.01,0.01,0
brown,2019-06-16,0.01,0.01,0.01,0.01,0
murphy,2019-06-16,0.01,0.01,0.01,0.01,0
delaney,2019-06-16,0.01,0.01,0.01,0.01,9
winfrey,2019-06-16,0.01,0.01,0.01,0.01,0
o_rourke,2019-06-16,0.04,0.05,0.04,0.04,5659
clinton,2019-06-16,0.04,0.05,0.03,0.04,13402
s_brown,2019-06-16,0.01,0.01,0.01,0.01,10
bloomberg,2019-06-16,0.01,0.01,0.01,0.01,0
yang,2019-06-16,0.1,0.11,0.1,0.1,9017
buttigieg,2019-06-16,0.16,0.17,0.15000000000000002,0.16,8676
castro,2019-06-16,0.01,0.02,0.01,0.01,5813
gabbard,2019-06-16,0.03,0.04,0.03,0.04,5028
hickenlooper,2019-06-16,0.01,0.01,0.01,0.01,5147
inslee,2019-06-16,0.01,0.02,0.01,0.01,6173
bullock,2019-06-16,0.01,0.02,0.01,0.02,21538
bennet,2019-06-16,0.01,0.02,0.01,0.01,40831
williamson,2019-06-16,0.01,0.02,0.01,0.01,46473
ryan,2019-06-16,0.01,0.02,0.01,0.01,44473
de_blasio,2019-06-16,0.01,0.02,0.01,0.01,45759
swalwell,2019-06-16,0.01,0.02,0.01,0.01,55709
sanders,2019-06-17,0.17,0.18,0.16,0.17,7208
booker,2019-06-17,0.04,0.05,0.04,0.04,6079
harris,2019-06-17,0.1,0.11,0.1,0.11,15352
gillibrand,2019-06-17,0.01,0.02,0.01,0.01,3205
biden,2019-06-17,0.26,0.27,0.26,0.26,8207
warren,2019-06-17,0.2,0.21000000000000002,0.18,0.2,12923
cuomo,2019-06-17,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-17,0.01,0.01,0.01,0.01,0
kaine,2019-06-17,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-17,0.04,0.04,0.03,0.04,9149
johnson,2019-06-17,0.01,0.01,0.01,0.01,0
brown,2019-06-17,0.01,0.01,0.01,0.01,0
murphy,2019-06-17,0.01,0.01,0.01,0.01,0
delaney,2019-06-17,0.01,0.01,0.01,0.01,888
winfrey,2019-06-17,0.01,0.01,0.01,0.01,34
o_rourke,2019-06-17,0.04,0.05,0.04,0.04,3001
clinton,2019-06-17,0.04,0.04,0.03,0.03,4779
s_brown,2019-06-17,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-17,0.01,0.01,0.01,0.01,0
yang,2019-06-17,0.1,0.11,0.1,0.1,7984
buttigieg,2019-06-17,0.16,0.17,0.15000000000000002,0.16,4094
castro,2019-06-17,0.01,0.02,0.01,0.02,8304
gabbard,2019-06-17,0.04,0.04,0.03,0.04,9430
hickenlooper,2019-06-17,0.01,0.02,0.01,0.01,2235
inslee,2019-06-17,0.01,0.02,0.01,0.01,3164
bullock,2019-06-17,0.02,0.02,0.01,0.01,35461
bennet,2019-06-17,0.01,0.02,0.01,0.01,88831
williamson,2019-06-17,0.01,0.01,0.01,0.01,51947
ryan,2019-06-17,0.01,0.02,0.01,0.01,83946
de_blasio,2019-06-17,0.01,0.01,0.01,0.01,70938
swalwell,2019-06-17,0.01,0.01,0.01,0.01,76577
sanders,2019-06-18,0.17,0.17,0.16,0.17,2380
booker,2019-06-18,0.04,0.05,0.04,0.04,7150
harris,2019-06-18,0.11,0.11,0.1,0.11,3985
gillibrand,2019-06-18,0.01,0.02,0.01,0.01,3624
biden,2019-06-18,0.26,0.28,0.26,0.27,5698
warren,2019-06-18,0.2,0.21000000000000002,0.19,0.19,12585
cuomo,2019-06-18,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-18,0.01,0.01,0.01,0.01,3
kaine,2019-06-18,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-18,0.04,0.04,0.03,0.03,11277
johnson,2019-06-18,0.01,0.01,0.01,0.01,0
brown,2019-06-18,0.01,0.01,0.01,0.01,0
murphy,2019-06-18,0.01,0.01,0.01,0.01,850
delaney,2019-06-18,0.01,0.01,0.01,0.01,2500
winfrey,2019-06-18,0.01,0.01,0.01,0.01,0
o_rourke,2019-06-18,0.04,0.05,0.04,0.04,7414
clinton,2019-06-18,0.03,0.04,0.03,0.03,1556
s_brown,2019-06-18,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-18,0.01,0.01,0.01,0.01,0
yang,2019-06-18,0.1,0.12000000000000001,0.1,0.11,21624
buttigieg,2019-06-18,0.16,0.17,0.14,0.14,28962
castro,2019-06-18,0.02,0.02,0.01,0.01,1078
gabbard,2019-06-18,0.04,0.04,0.03,0.03,4685
hickenlooper,2019-06-18,0.01,0.02,0.01,0.01,1130
inslee,2019-06-18,0.01,0.02,0.01,0.01,793
bullock,2019-06-18,0.01,0.02,0.01,0.01,3294
bennet,2019-06-18,0.01,0.02,0.01,0.01,43191
williamson,2019-06-18,0.01,0.01,0.01,0.01,15200
ryan,2019-06-18,0.01,0.01,0.01,0.01,13358
de_blasio,2019-06-18,0.01,0.01,0.01,0.01,50001
swalwell,2019-06-18,0.01,0.01,0.01,0.01,0
sanders,2019-06-19,0.17,0.18,0.16,0.17,10370
booker,2019-06-19,0.04,0.05,0.04,0.04,11685
harris,2019-06-19,0.11,0.11,0.1,0.11,10822
gillibrand,2019-06-19,0.01,0.02,0.01,0.02,4600
biden,2019-06-19,0.27,0.28,0.26,0.27,16857
warren,2019-06-19,0.19,0.21000000000000002,0.19,0.21000000000000002,20371
cuomo,2019-06-19,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-19,0.01,0.01,0.01,0.01,0
kaine,2019-06-19,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-19,0.03,0.04,0.03,0.03,3671
johnson,2019-06-19,0.01,0.01,0.01,0.01,0
brown,2019-06-19,0.01,0.01,0.01,0.01,0
murphy,2019-06-19,0.01,0.01,0.01,0.01,0
delaney,2019-06-19,0.01,0.01,0.01,0.01,1150
winfrey,2019-06-19,0.01,0.01,0.01,0.01,29
o_rourke,2019-06-19,0.04,0.05,0.04,0.04,17283
clinton,2019-06-19,0.03,0.04,0.03,0.04,2336
s_brown,2019-06-19,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-19,0.01,0.01,0.01,0.01,0
yang,2019-06-19,0.11,0.14,0.11,0.12000000000000001,23338
buttigieg,2019-06-19,0.14,0.15000000000000002,0.14,0.14,18582
castro,2019-06-19,0.01,0.02,0.01,0.02,6399
gabbard,2019-06-19,0.03,0.04,0.03,0.04,1774
hickenlooper,2019-06-19,0.01,0.02,0.01,0.01,224
inslee,2019-06-19,0.01,0.02,0.01,0.01,1189
bullock,2019-06-19,0.01,0.02,0.01,0.01,2355
bennet,2019-06-19,0.01,0.02,0.01,0.01,22751
williamson,2019-06-19,0.01,0.01,0.01,0.01,4467
ryan,2019-06-19,0.01,0.01,0.01,0.01,422
de_blasio,2019-06-19,0.01,0.01,0.01,0.01,2450
swalwell,2019-06-19,0.01,0.01,0.01,0.01,4871
sanders,2019-06-20,0.17,0.17,0.16,0.17,9443
booker,2019-06-20,0.04,0.05,0.04,0.05,19725
harris,2019-06-20,0.11,0.12000000000000001,0.1,0.1,12085
gillibrand,2019-06-20,0.02,0.02,0.01,0.02,6903
biden,2019-06-20,0.27,0.27,0.25,0.26,30563
warren,2019-06-20,0.21000000000000002,0.23,0.2,0.22,29066
cuomo,2019-06-20,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-20,0.01,0.01,0.01,0.01,0
kaine,2019-06-20,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-20,0.03,0.04,0.03,0.03,6456
johnson,2019-06-20,0.01,0.01,0.01,0.01,0
brown,2019-06-20,0.01,0.01,0.01,0.01,0
murphy,2019-06-20,0.01,0.01,0.01,0.01,0
delaney,2019-06-20,0.01,0.01,0.01,0.01,24028
winfrey,2019-06-20,0.01,0.01,0.01,0.01,10069
o_rourke,2019-06-20,0.04,0.05,0.04,0.05,13806
clinton,2019-06-20,0.04,0.04,0.03,0.03,14517
s_brown,2019-06-20,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-20,0.01,0.01,0.01,0.01,0
yang,2019-06-20,0.12000000000000001,0.14,0.12000000000000001,0.12000000000000001,34951
buttigieg,2019-06-20,0.14,0.16,0.14,0.15000000000000002,14927
castro,2019-06-20,0.02,0.02,0.01,0.02,12109
gabbard,2019-06-20,0.04,0.04,0.03,0.04,7260
hickenlooper,2019-06-20,0.01,0.02,0.01,0.01,7682
inslee,2019-06-20,0.01,0.02,0.01,0.01,8334
bullock,2019-06-20,0.01,0.02,0.01,0.01,9286
bennet,2019-06-20,0.01,0.02,0.01,0.01,47686
williamson,2019-06-20,0.01,0.01,0.01,0.01,205
ryan,2019-06-20,0.01,0.01,0.01,0.01,1225
de_blasio,2019-06-20,0.01,0.01,0.01,0.01,6092
swalwell,2019-06-20,0.01,0.01,0.01,0.01,176
sanders,2019-06-21,0.17,0.17,0.16,0.17,13227
booker,2019-06-21,0.05,0.05,0.04,0.04,13732
harris,2019-06-21,0.1,0.12000000000000001,0.1,0.11,11878
gillibrand,2019-06-21,0.02,0.02,0.01,0.02,12558
biden,2019-06-21,0.26,0.27,0.25,0.25,10706
warren,2019-06-21,0.22,0.23,0.21000000000000002,0.21000000000000002,11966
cuomo,2019-06-21,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-21,0.01,0.01,0.01,0.01,0
kaine,2019-06-21,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-21,0.03,0.04,0.03,0.03,13950
johnson,2019-06-21,0.01,0.01,0.01,0.01,0
brown,2019-06-21,0.01,0.01,0.01,0.01,0
murphy,2019-06-21,0.01,0.01,0.01,0.01,0
delaney,2019-06-21,0.01,0.01,0.01,0.01,0
winfrey,2019-06-21,0.01,0.01,0.01,0.01,3956
o_rourke,2019-06-21,0.05,0.06,0.04,0.06,22987
clinton,2019-06-21,0.03,0.04,0.03,0.03,5670
s_brown,2019-06-21,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-21,0.01,0.01,0.01,0.01,20017
yang,2019-06-21,0.12000000000000001,0.15000000000000002,0.12000000000000001,0.14,43029
buttigieg,2019-06-21,0.15000000000000002,0.16,0.14,0.14,11917
castro,2019-06-21,0.02,0.02,0.01,0.01,19398
gabbard,2019-06-21,0.04,0.04,0.03,0.03,15420
hickenlooper,2019-06-21,0.01,0.02,0.01,0.01,7289
inslee,2019-06-21,0.01,0.02,0.01,0.01,6469
bullock,2019-06-21,0.01,0.02,0.01,0.01,8593
bennet,2019-06-21,0.01,0.02,0.01,0.01,22580
williamson,2019-06-21,0.01,0.01,0.01,0.01,3012
ryan,2019-06-21,0.01,0.01,0.01,0.01,35
de_blasio,2019-06-21,0.01,0.01,0.01,0.01,5
swalwell,2019-06-21,0.01,0.01,0.01,0.01,0
sanders,2019-06-22,0.17,0.17,0.16,0.17,2854
booker,2019-06-22,0.04,0.05,0.04,0.04,3209
harris,2019-06-22,0.11,0.12000000000000001,0.11,0.11,7281
gillibrand,2019-06-22,0.02,0.02,0.01,0.01,2791
biden,2019-06-22,0.25,0.26,0.25,0.25,5284
warren,2019-06-22,0.21000000000000002,0.22,0.21000000000000002,0.21000000000000002,5136
cuomo,2019-06-22,0.01,0.01,0.01,0.01,64
zuckerberg,2019-06-22,0.01,0.01,0.01,0.01,0
kaine,2019-06-22,0.01,0.01,0.01,0.01,15
klobuchar,2019-06-22,0.03,0.04,0.03,0.03,2858
johnson,2019-06-22,0.01,0.01,0.01,0.01,15
brown,2019-06-22,0.01,0.01,0.01,0.01,49
murphy,2019-06-22,0.01,0.01,0.01,0.01,15
delaney,2019-06-22,0.01,0.01,0.01,0.01,0
winfrey,2019-06-22,0.01,0.02,0.01,0.01,22541
o_rourke,2019-06-22,0.06,0.06,0.05,0.05,2917
clinton,2019-06-22,0.03,0.04,0.03,0.03,2462
s_brown,2019-06-22,0.01,0.01,0.01,0.01,50
bloomberg,2019-06-22,0.01,0.01,0.01,0.01,0
yang,2019-06-22,0.14,0.15000000000000002,0.13,0.14,39902
buttigieg,2019-06-22,0.14,0.15000000000000002,0.13,0.13,18269
castro,2019-06-22,0.01,0.02,0.01,0.01,3411
gabbard,2019-06-22,0.03,0.04,0.03,0.03,23544
hickenlooper,2019-06-22,0.01,0.02,0.01,0.01,2765
inslee,2019-06-22,0.01,0.02,0.01,0.01,3619
bullock,2019-06-22,0.01,0.02,0.01,0.01,2941
bennet,2019-06-22,0.01,0.02,0.01,0.01,16326
williamson,2019-06-22,0.01,0.01,0.01,0.01,119055
ryan,2019-06-22,0.01,0.01,0.01,0.01,8
de_blasio,2019-06-22,0.01,0.01,0.01,0.01,0
swalwell,2019-06-22,0.01,0.01,0.01,0.01,1
sanders,2019-06-23,0.17,0.17,0.15000000000000002,0.16,17858
booker,2019-06-23,0.04,0.05,0.04,0.04,17623
harris,2019-06-23,0.11,0.14,0.11,0.12000000000000001,15206
gillibrand,2019-06-23,0.01,0.01,0.01,0.01,4241
biden,2019-06-23,0.25,0.26,0.25,0.25,13158
warren,2019-06-23,0.21000000000000002,0.22,0.2,0.2,11389
cuomo,2019-06-23,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-23,0.01,0.01,0.01,0.01,0
kaine,2019-06-23,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-23,0.03,0.04,0.03,0.03,6491
johnson,2019-06-23,0.01,0.01,0.01,0.01,20
brown,2019-06-23,0.01,0.01,0.01,0.01,0
murphy,2019-06-23,0.01,0.01,0.01,0.01,0
delaney,2019-06-23,0.01,0.01,0.01,0.01,600
winfrey,2019-06-23,0.01,0.02,0.01,0.01,11669
o_rourke,2019-06-23,0.05,0.06,0.05,0.05,6640
clinton,2019-06-23,0.03,0.04,0.03,0.03,11567
s_brown,2019-06-23,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-23,0.01,0.01,0.01,0.01,46
yang,2019-06-23,0.14,0.16,0.13,0.14,49186
buttigieg,2019-06-23,0.13,0.14,0.11,0.11,24555
castro,2019-06-23,0.01,0.02,0.01,0.01,4814
gabbard,2019-06-23,0.03,0.04,0.03,0.03,12281
hickenlooper,2019-06-23,0.01,0.02,0.01,0.01,11100
inslee,2019-06-23,0.01,0.02,0.01,0.01,5348
bullock,2019-06-23,0.01,0.02,0.01,0.01,5928
bennet,2019-06-23,0.01,0.02,0.01,0.01,9723
williamson,2019-06-23,0.01,0.01,0.01,0.01,29532
ryan,2019-06-23,0.01,0.01,0.01,0.01,11196
de_blasio,2019-06-23,0.01,0.01,0.01,0.01,13435
swalwell,2019-06-23,0.01,0.01,0.01,0.01,5387
sanders,2019-06-24,0.16,0.16,0.15000000000000002,0.16,12367
booker,2019-06-24,0.04,0.05,0.04,0.04,6886
harris,2019-06-24,0.12000000000000001,0.14,0.12000000000000001,0.14,17642
gillibrand,2019-06-24,0.01,0.02,0.01,0.01,2978
biden,2019-06-24,0.25,0.26,0.24000000000000002,0.24000000000000002,23049
warren,2019-06-24,0.2,0.22,0.2,0.21000000000000002,19038
cuomo,2019-06-24,0.01,0.01,0.01,0.01,0
zuckerberg,2019-06-24,0.01,0.01,0.01,0.01,0
kaine,2019-06-24,0.01,0.01,0.01,0.01,1
klobuchar,2019-06-24,0.03,0.04,0.03,0.03,9949
johnson,2019-06-24,0.01,0.01,0.01,0.01,0
brown,2019-06-24,0.01,0.01,0.01,0.01,0
murphy,2019-06-24,0.01,0.01,0.01,0.01,0
delaney,2019-06-24,0.01,0.01,0.01,0.01,1021
winfrey,2019-06-24,0.01,0.03,0.01,0.01,44295
o_rourke,2019-06-24,0.05,0.06,0.05,0.05,10573
clinton,2019-06-24,0.03,0.04,0.03,0.03,3452
s_brown,2019-06-24,0.01,0.01,0.01,0.01,1
bloomberg,2019-06-24,0.01,0.01,0.01,0.01,50
yang,2019-06-24,0.14,0.15000000000000002,0.13,0.13,55219
buttigieg,2019-06-24,0.11,0.13,0.11,0.12000000000000001,21424
castro,2019-06-24,0.01,0.02,0.01,0.01,7530
gabbard,2019-06-24,0.03,0.04,0.03,0.03,5591
hickenlooper,2019-06-24,0.01,0.02,0.01,0.01,6850
inslee,2019-06-24,0.01,0.02,0.01,0.01,4832
bullock,2019-06-24,0.01,0.02,0.01,0.01,7764
bennet,2019-06-24,0.01,0.02,0.01,0.01,41093
williamson,2019-06-24,0.01,0.01,0.01,0.01,11940
ryan,2019-06-24,0.01,0.01,0.01,0.01,9275
de_blasio,2019-06-24,0.01,0.01,0.01,0.01,457
swalwell,2019-06-24,0.01,0.01,0.01,0.01,2
sanders,2019-06-25,0.16,0.16,0.15000000000000002,0.16,17526
booker,2019-06-25,0.04,0.05,0.04,0.04,9470
harris,2019-06-25,0.14,0.14,0.12000000000000001,0.12000000000000001,14698
gillibrand,2019-06-25,0.01,0.02,0.01,0.01,4582
biden,2019-06-25,0.24000000000000002,0.27,0.24000000000000002,0.26,13691
warren,2019-06-25,0.21000000000000002,0.22,0.2,0.21000000000000002,11137
cuomo,2019-06-25,0.01,0.01,0.01,0.01,101
zuckerberg,2019-06-25,0.01,0.01,0.01,0.01,0
kaine,2019-06-25,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-25,0.03,0.04,0.03,0.03,7510
johnson,2019-06-25,0.01,0.01,0.01,0.01,100
brown,2019-06-25,0.01,0.01,0.01,0.01,100
murphy,2019-06-25,0.01,0.01,0.01,0.01,101
delaney,2019-06-25,0.01,0.01,0.01,0.01,112
winfrey,2019-06-25,0.01,0.04,0.01,0.01,8431
o_rourke,2019-06-25,0.05,0.06,0.04,0.05,25263
clinton,2019-06-25,0.03,0.04,0.03,0.03,8370
s_brown,2019-06-25,0.01,0.01,0.01,0.01,50
bloomberg,2019-06-25,0.01,0.01,0.01,0.01,0
yang,2019-06-25,0.13,0.16,0.13,0.13,38479
buttigieg,2019-06-25,0.12000000000000001,0.13,0.11,0.11,10114
castro,2019-06-25,0.01,0.02,0.01,0.01,11108
gabbard,2019-06-25,0.03,0.04,0.03,0.03,6789
hickenlooper,2019-06-25,0.01,0.02,0.01,0.01,5336
inslee,2019-06-25,0.01,0.02,0.01,0.02,8057
bullock,2019-06-25,0.01,0.02,0.01,0.02,9260
bennet,2019-06-25,0.01,0.02,0.01,0.01,17752
williamson,2019-06-25,0.01,0.01,0.01,0.01,4185
ryan,2019-06-25,0.01,0.01,0.01,0.01,4101
de_blasio,2019-06-25,0.01,0.01,0.01,0.01,20504
swalwell,2019-06-25,0.01,0.01,0.01,0.01,2000
sanders,2019-06-26,0.16,0.16,0.15000000000000002,0.16,25798
booker,2019-06-26,0.04,0.06,0.04,0.05,98497
harris,2019-06-26,0.12000000000000001,0.13,0.12000000000000001,0.12000000000000001,31821
gillibrand,2019-06-26,0.01,0.02,0.01,0.02,16822
biden,2019-06-26,0.26,0.27,0.24000000000000002,0.24000000000000002,32038
warren,2019-06-26,0.21000000000000002,0.24000000000000002,0.2,0.21000000000000002,51572
cuomo,2019-06-26,0.01,0.01,0.01,0.01,25
zuckerberg,2019-06-26,0.01,0.01,0.01,0.01,0
kaine,2019-06-26,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-26,0.03,0.04,0.02,0.02,103084
johnson,2019-06-26,0.01,0.01,0.01,0.01,0
brown,2019-06-26,0.01,0.01,0.01,0.01,0
murphy,2019-06-26,0.01,0.01,0.01,0.01,5000
delaney,2019-06-26,0.01,0.02,0.01,0.01,142988
winfrey,2019-06-26,0.01,0.02,0.01,0.01,12015
o_rourke,2019-06-26,0.05,0.06,0.04,0.05,59686
clinton,2019-06-26,0.03,0.04,0.03,0.03,20168
s_brown,2019-06-26,0.01,0.01,0.01,0.01,5000
bloomberg,2019-06-26,0.01,0.01,0.01,0.01,0
yang,2019-06-26,0.13,0.17,0.13,0.14,79847
buttigieg,2019-06-26,0.11,0.13,0.11,0.12000000000000001,21805
castro,2019-06-26,0.01,0.03,0.01,0.03,289933
gabbard,2019-06-26,0.03,0.05,0.03,0.04,100988
hickenlooper,2019-06-26,0.01,0.02,0.01,0.01,13847
inslee,2019-06-26,0.02,0.02,0.01,0.01,41668
bullock,2019-06-26,0.02,0.02,0.01,0.01,26131
bennet,2019-06-26,0.01,0.02,0.01,0.01,29576
williamson,2019-06-26,0.01,0.02,0.01,0.01,69710
ryan,2019-06-26,0.01,0.01,0.01,0.01,75307
de_blasio,2019-06-26,0.01,0.02,0.01,0.01,199686
swalwell,2019-06-26,0.01,0.01,0.01,0.01,50907
sanders,2019-06-27,0.16,0.17,0.15000000000000002,0.16,64241
booker,2019-06-27,0.05,0.06,0.04,0.04,80899
harris,2019-06-27,0.12000000000000001,0.21000000000000002,0.12000000000000001,0.2,165883
gillibrand,2019-06-27,0.02,0.02,0.01,0.01,78020
biden,2019-06-27,0.24000000000000002,0.26,0.19,0.22,100264
warren,2019-06-27,0.21000000000000002,0.22,0.18,0.18,68210
cuomo,2019-06-27,0.01,0.01,0.01,0.01,100
zuckerberg,2019-06-27,0.01,0.01,0.01,0.01,100
kaine,2019-06-27,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-27,0.02,0.03,0.02,0.02,73423
johnson,2019-06-27,0.01,0.01,0.01,0.01,0
brown,2019-06-27,0.01,0.01,0.01,0.01,958
murphy,2019-06-27,0.01,0.01,0.01,0.01,100
delaney,2019-06-27,0.01,0.02,0.01,0.01,102895
winfrey,2019-06-27,0.01,0.01,0.01,0.01,22644
o_rourke,2019-06-27,0.05,0.05,0.02,0.02,104565
clinton,2019-06-27,0.03,0.04,0.02,0.02,38394
s_brown,2019-06-27,0.01,0.01,0.01,0.01,1
bloomberg,2019-06-27,0.01,0.01,0.01,0.01,301
yang,2019-06-27,0.14,0.18,0.08,0.09,207259
buttigieg,2019-06-27,0.12000000000000001,0.17,0.12000000000000001,0.14,104936
castro,2019-06-27,0.03,0.05,0.02,0.04,159555
gabbard,2019-06-27,0.04,0.06,0.04,0.05,140641
hickenlooper,2019-06-27,0.01,0.02,0.01,0.01,49875
inslee,2019-06-27,0.01,0.02,0.01,0.01,30202
bullock,2019-06-27,0.01,0.02,0.01,0.01,44444
bennet,2019-06-27,0.01,0.02,0.01,0.01,126458
williamson,2019-06-27,0.01,0.02,0.01,0.01,101284
ryan,2019-06-27,0.01,0.01,0.01,0.01,5485
de_blasio,2019-06-27,0.01,0.02,0.01,0.01,160810
swalwell,2019-06-27,0.01,0.01,0.01,0.01,49196
sanders,2019-06-28,0.16,0.16,0.13,0.14,76965
booker,2019-06-28,0.04,0.05,0.04,0.05,16544
harris,2019-06-28,0.2,0.24000000000000002,0.19,0.22,133740
gillibrand,2019-06-28,0.01,0.02,0.01,0.01,10245
biden,2019-06-28,0.22,0.22,0.2,0.21000000000000002,95340
warren,2019-06-28,0.18,0.22,0.18,0.19,35510
cuomo,2019-06-28,0.01,0.01,0.01,0.01,1000
zuckerberg,2019-06-28,0.01,0.01,0.01,0.01,0
kaine,2019-06-28,0.01,0.01,0.01,0.01,0
klobuchar,2019-06-28,0.02,0.03,0.02,0.02,24774
johnson,2019-06-28,0.01,0.01,0.01,0.01,4
brown,2019-06-28,0.01,0.01,0.01,0.01,0
murphy,2019-06-28,0.01,0.01,0.01,0.01,0
delaney,2019-06-28,0.01,0.01,0.01,0.01,245
winfrey,2019-06-28,0.01,0.02,0.01,0.01,8477
o_rourke,2019-06-28,0.02,0.03,0.02,0.03,18783
clinton,2019-06-28,0.02,0.04,0.02,0.02,34526
s_brown,2019-06-28,0.01,0.01,0.01,0.01,0
bloomberg,2019-06-28,0.01,0.01,0.01,0.01,5001
yang,2019-06-28,0.09,0.11,0.07,0.09,82911
buttigieg,2019-06-28,0.14,0.16,0.13,0.13,43118
castro,2019-06-28,0.04,0.05,0.03,0.04,67896
gabbard,2019-06-28,0.05,0.06,0.04,0.05,72401
hickenlooper,2019-06-28,0.01,0.02,0.01,0.01,32800
inslee,2019-06-28,0.01,0.02,0.01,0.01,40492
bullock,2019-06-28,0.01,0.02,0.01,0.02,24552
